"year","month","mean.Avg.Wind","mean.Temp.Max","mean.Temp.Min","mean.Precipitation","mean.DAILY_AQI_VALUE","Date"
2013,"August",1.26967741935484,81.8387096774194,63.1935483870968,0,44.5967741935484,2013-08-01
2013,"September",1.201,83.6333333333333,63.4666666666667,0,43.3833333333333,2013-09-01
2013,"October",1.09612903225806,77.1935483870968,57.0967741935484,0.00193548387096774,41.4838709677419,2013-10-01
2013,"November",0.886666666666667,74.4666666666667,54.2666666666667,0.0206666666666667,29.2833333333333,2013-11-01
2013,"December",0.785806451612903,70.8387096774194,46.9354838709677,0.00645161290322581,23.9516129032258,2013-12-01
2014,"January",0.539677419354839,74.4193548387097,50.1290322580645,0,20.3064516129032,2014-01-01
2014,"February",1.31,70.5,51.9642857142857,0.127857142857143,28.1964285714286,2014-02-01
2014,"March",1.9341935483871,72.5483870967742,54.8709677419355,0.0380645161290323,36.8387096774194,2014-03-01
2014,"April",2.19166666666667,74.5666666666667,55.3,0.0116666666666667,42.4833333333333,2014-04-01
2014,"May",2.05612903225806,80.0322580645161,60.9032258064516,0,51.1612903225806,2014-05-01
2014,"June",1.90833333333333,76.7333333333333,61.1666666666667,0,41.5666666666667,2014-06-01
2014,"July",2.28709677419355,84.0967741935484,66.3870967741936,0,39.2903225806452,2014-07-01
2014,"August",2.12806451612903,84.8387096774194,65.7741935483871,0.00129032258064516,46.0483870967742,2014-08-01
2014,"September",1.745,86.1,66.8666666666667,0.000333333333333333,54.9666666666667,2014-09-01
2014,"October",1.22677419354839,82.9354838709677,62.7741935483871,0.00806451612903226,58.6774193548387,2014-10-01
2014,"November",1.39466666666667,76.5666666666667,55.5,0.016,34.6833333333333,2014-11-01
2014,"December",1.59387096774194,67.5161290322581,50.7096774193548,0.125161290322581,25.2258064516129,2014-12-01
2015,"January",0.98741935483871,72.7096774193548,51.1935483870968,0.0351612903225806,25.1290322580645,2015-01-01
2015,"February",1.31785714285714,74.25,54,0.0296428571428571,39.25,2015-02-01
2015,"March",1.57258064516129,79.0645161290323,57.3870967741936,0.0280645161290323,53.9354838709677,2015-03-01
2015,"April",2.006,75.6666666666667,55.9666666666667,0.00433333333333333,63.9333333333333,2015-04-01
2015,"May",1.74548387096774,71.4516129032258,56.8387096774194,0.03,47.3225806451613,2015-05-01
2015,"June",1.60266666666667,79.1333333333333,62,0.000333333333333333,51.1166666666667,2015-06-01
2015,"July",1.6958064516129,81.6451612903226,65.6451612903226,0.012258064516129,36.1129032258064,2015-07-01
2015,"August",1.51548387096774,86.3870967741936,67.7096774193548,0,50.2258064516129,2015-08-01
2015,"September",1.535,88.3333333333333,68.9666666666667,0.0796666666666667,52.1166666666667,2015-09-01
2015,"October",1.56483870967742,84.9032258064516,66.258064516129,0.0145161290322581,42.7096774193548,2015-10-01
2015,"November",1.759,73.7666666666667,51.4,0.000333333333333333,32.6166666666667,2015-11-01
2015,"December",1.73935483870968,67.0967741935484,47.1290322580645,0.0183870967741935,23.3548387096774,2015-12-01
2016,"January",1.39967741935484,66.0322580645161,49.258064516129,0.102258064516129,23.5322580645161,2016-01-01
2016,"February",1.38793103448276,77.4827586206897,52.3793103448276,0.0272413793103448,36.2413793103448,2016-02-01
2016,"March",2.11451612903226,72.3225806451613,54.1290322580645,0.0516129032258065,40.0483870967742,2016-03-01
2016,"April",2.192,75.8,57.3666666666667,0.008,48,2016-04-01
2016,"May",2.05612903225806,71.6129032258064,58.4516129032258,0.00161290322580645,40.1612903225806,2016-05-01
2016,"June",1.86333333333333,80.0333333333333,62.5333333333333,0,58.2666666666667,2016-06-01
2016,"July",1.91566666666667,84.3870967741936,65.741935483871,0,51.0645161290323,2016-07-01
2016,"August",1.89741935483871,82.5161290322581,64.6451612903226,0,47.3548387096774,2016-08-01
2016,"September",1.86433333333333,83.1666666666667,64.1333333333333,0,46.1333333333333,2016-09-01
2016,"October",1.45838709677419,79.4838709677419,60.4193548387097,0.0167741935483871,36.9032258064516,2016-10-01
2016,"November",1.469,76.7333333333333,54.6333333333333,0.0293333333333333,31.4333333333333,2016-11-01
2016,"December",1.7958064516129,67.1935483870968,49.9354838709677,0.146774193548387,23.741935483871,2016-12-01
2017,"January",1.73161290322581,65.3870967741936,48.7096774193548,0.270322580645161,26.1774193548387,2017-01-01
2017,"February",1.82035714285714,66.7142857142857,52.8214285714286,0.148928571428571,28.6785714285714,2017-02-01
2017,"March",1.87548387096774,76.741935483871,54.2903225806452,0.00290322580645161,43.6451612903226,2017-03-01
2017,"April",2.528,77.8666666666667,57.8,0.00266666666666667,56.0666666666667,2017-04-01
2017,"May",2.04935483870968,75.3548387096774,58.741935483871,0.0103225806451613,52.9032258064516,2017-05-01
2017,"June",1.87866666666667,79.9333333333333,62.8333333333333,0.000333333333333333,53.4,2017-06-01
2017,"July",1.78193548387097,85.741935483871,66.9677419354839,0,54.1935483870968,2017-07-01
2017,"August",1.99903225806452,85.1290322580645,68,0,59.9516129032258,2017-08-01
2017,"September",1.68533333333333,84.0666666666667,66.4,0.00233333333333333,53.5166666666667,2017-09-01
2017,"October",1.29774193548387,85,63.258064516129,0.0032258064516129,55.6612903225806,2017-10-01
2017,"November",1.066,75.9666666666667,56.8,0.000333333333333333,30.5666666666667,2017-11-01
2017,"December",0.85741935483871,73.6774193548387,48.2258064516129,0.00032258064516129,24.4193548387097,2017-12-01
2018,"January",1.13967741935484,73.0645161290323,51.3870967741936,0.0570967741935484,23.3064516129032,2018-01-01
2018,"February",1.58142857142857,69.7857142857143,48.9642857142857,0.00107142857142857,36.2321428571429,2018-02-01
2018,"March",1.67714285714286,68.5483870967742,51.6451612903226,0.0867741935483871,32.6612903225806,2018-03-01
2018,"April",1.886,73.6333333333333,55.0666666666667,0.000666666666666667,47.5666666666667,2018-04-01
2018,"May",1.5658064516129,71.9677419354839,57.9032258064516,0.00290322580645161,40.3709677419355,2018-05-01
2018,"June",1.62533333333333,78.2333333333333,61.9333333333333,0,44.6666666666667,2018-06-01
2018,"July",1.73935483870968,87.9677419354839,69.6129032258064,0,46.741935483871,2018-07-01
2018,"August",1.48709677419355,87.4838709677419,69.0967741935484,0,46.9677419354839,2018-08-01
2018,"September",1.49933333333333,81.9,64.8,0,47.2666666666667,2018-09-01
2018,"October",1.44322580645161,79.5806451612903,61.4193548387097,0.0183870967741935,37.6935483870968,2018-10-01
2018,"November",1.058,75.5333333333333,54.6,0.0526666666666667,32.1333333333333,2018-11-01
2018,"December",1.51483870967742,68.0967741935484,49.741935483871,0.0680645161290323,21.2096774193548,2018-12-01
2019,"January",1.83258064516129,66.5806451612903,49.2903225806452,0.191935483870968,22.741935483871,2019-01-01
2019,"February",2.56428571428571,61.5,46.5,0.199642857142857,30.1964285714286,2019-02-01
2019,"March",1.90548387096774,69.4193548387097,52.741935483871,0.0706451612903226,36.2903225806452,2019-03-01
2019,"April",1.984,73.2666666666667,56.9,0.000666666666666667,37.9333333333333,2019-04-01
2019,"May",2.04258064516129,69.9032258064516,56.741935483871,0.0261290322580645,35.7258064516129,2019-05-01
2019,"June",1.66933333333333,76.0333333333333,62.6333333333333,0,41.7,2019-06-01
2019,"July",1.69612903225806,83.2258064516129,65.5806451612903,0,43.9354838709677,2019-07-01
2019,"August",1.64483870967742,84.9677419354839,65.9677419354839,0,44.5967741935484,2019-08-01
2019,"September",1.64766666666667,85.2,67.3333333333333,0.001,44.0166666666667,2019-09-01
2019,"October",1.45032258064516,83.3870967741936,60.5161290322581,0,47.9193548387097,2019-10-01
2019,"November",1.34133333333333,75.1333333333333,54.7333333333333,0.0706666666666667,32.7333333333333,2019-11-01
2019,"December",1.65096774193548,67.6774193548387,51.0967741935484,0.156129032258065,19.6774193548387,2019-12-01
2020,"January",1.21838709677419,70.6129032258064,51.0967741935484,0.0103225806451613,21.9516129032258,2020-01-01
2020,"February",1.52,72.6896551724138,52.448275862069,0.00137931034482759,32.2413793103448,2020-02-01
2020,"March",2.20838709677419,68.5806451612903,54,0.14,30.4516129032258,2020-03-01
2020,"April",2.01366666666667,74.4,58.7,0.100666666666667,39.4,2020-04-01
2020,"May",2.09935483870968,79.3225806451613,61.6774193548387,0.00451612903225806,41.7258064516129,2020-05-01
2020,"June",2.11833333333333,79.5333333333333,63.1333333333333,0,48.6666666666667,2020-06-01
2020,"July",1.6958064516129,81.4838709677419,62.8387096774194,0,49.9354838709677,2020-07-01
2020,"August",1.50741935483871,86.2258064516129,67.0967741935484,0,50.9032258064516,2020-08-01
2020,"September",1.17866666666667,86.9,65.5333333333333,0,82.3833333333333,2020-09-01
2020,"October",0.943870967741936,83.1290322580645,62.9677419354839,0,82.5483870967742,2020-10-01
2020,"November",1.26033333333333,73.4333333333333,52.1333333333333,0.00366666666666667,38.4333333333333,2020-11-01
2020,"December",1.22677419354839,71.1290322580645,48.8709677419355,0.0593548387096774,27.1774193548387,2020-12-01
2021,"January",1.23322580645161,69.6451612903226,48.3548387096774,0.0787096774193548,28.3870967741935,2021-01-01
2021,"February",1.62892857142857,70.3571428571429,50.7142857142857,0,37.0714285714286,2021-02-01
2021,"March",2.12161290322581,68.7096774193548,50.2258064516129,0.0454838709677419,43.9677419354839,2021-03-01
2021,"April",1.544,73.2,56.0666666666667,0,50.4333333333333,2021-04-01
2021,"May",1.57258064516129,73.0967741935484,59.4838709677419,0,46.8225806451613,2021-05-01
2021,"June",1.506,79.4333333333333,62.8333333333333,0.000666666666666667,46.1333333333333,2021-06-01
2021,"July",1.52935483870968,83.2903225806452,66.4516129032258,0.00709677419354839,44.9354838709677,2021-07-01
2021,"August",1.32774193548387,83.4838709677419,65.2903225806452,0,49.741935483871,2021-08-01
2021,"September",1.31966666666667,80.3333333333333,62.1666666666667,0.000333333333333333,51.6333333333333,2021-09-01
2021,"October",1.35548387096774,76.2258064516129,57,0.0229032258064516,44.9193548387097,2021-10-01
2021,"November",0.931,74.0666666666667,54,0,32.25,2021-11-01
2021,"December",1.45645161290323,61.9032258064516,47,0.305161290322581,25.9838709677419,2021-12-01
2022,"January",0.93741935483871,68.8064516129032,48.2903225806452,0.00612903225806452,26.6129032258065,2022-01-01
2022,"February",1.4504,70.5714285714286,47.1071428571429,0.00214285714285714,37.7857142857143,2022-02-01
2022,"March",1.75258064516129,71.1612903225806,51.5806451612903,0.0454838709677419,42.6129032258064,2022-03-01
2022,"April",2.118,73.3666666666667,55.1666666666667,0.011,51,2022-04-01
2022,"May",1.77516129032258,72.741935483871,56.9354838709677,0,51.7096774193548,2022-05-01
2022,"June",1.581,80.0666666666667,61.8333333333333,0.000333333333333333,57.7,2022-06-01
2022,"July",1.78225806451613,81.7741935483871,63.0322580645161,0,43.5161290322581,2022-07-01
2022,"August",1.53645161290323,84.9354838709677,65.3870967741936,0,47.3548387096774,2022-08-01
2022,"September",1.589,86.8666666666667,68.1,0.0123333333333333,57.15,2022-09-01
2022,"October",1.08903225806452,76.8709677419355,60.6129032258064,0.000645161290322581,46.4193548387097,2022-10-01
2022,"November",1.23766666666667,70.8,49.6666666666667,0.066,32,2022-11-01
2022,"December",1.17483870967742,65.8709677419355,49.1935483870968,0.0906451612903226,24.0322580645161,2022-12-01
